text,old_EV,new_EV,EV_reason,old_AS,new_AS,AS_reason,changed
Beedi workers face respiratory disease from tobacco dust exposure. Our occupational health programme supports 800 workers in Karnataka's Mangalore district. Dus,0,0,Scale stated (800 workers) without outcome data. No findings on morbidity reduction reported.,0,0,"No explicit conditions, dependencies, or acknowledged uncertainties stated.",
Metro commuters travelling from Chandkheda need real-time information about last-mile connectivity options. People travelling to work in Ahmedabad face challeng,0,0,"Claims about commuter needs and challenges stated without research, data, or observations.",1,0,"No explicit acknowledgment of dependencies, conditions, or uncertainties for success.",YES
Cobalamin C deficiency patients need hydroxocobalamin therapy and protein management. Our metabolic disorder programme serves 15 patients across Tamil Nadu. The,1,1,Outcome finding: 80% of patients achieved controlled metabolic levels.,1,1,Explicitly states two assumptions: injection schedule adherence and hydroxocobalamin supply consistency.,
This community health initiative targets residents of established slum clusters in Dharavi with legal tenure recognition. Our services cover primary care and pr,0,0,"No research, data, or findings cited; only programme description.",1,1,Explicitly states assumption about CHW availability for registration and follow-up.,
We assume employers will implement dust reduction measures when screening reveals worker health impacts,0,0,"No research, data, or prior work cited to support the claim.",1,1,Explicitly states 'We assume employers will implement' — named dependency for design success.,
Tamarind farmers receive low prices from local processors. Our pulp extraction unit serves 200 growers in Telangana. Value addition increases returns compared t,0,0,Scale described (200 growers) without outcome data or findings reported.,0,0,"No explicit conditions, dependencies, or limitations named.",
Hostel students need mental health support but will they trust anonymous channels enough to share concerns? One student at NID mentioned hesitating to seek help,0,1,One student observation cited; anecdotal but present.,1,1,Explicitly names uncertainty: 'will they trust anonymous channels enough?',YES
Our intervention assumes that maternal nutrition improves birth weights. We believe that adequate birth weight reduces infant morbidity. The programme operates ,0,0,"Claims stated without supporting data, research, or observations.",1,1,"Explicitly names three assumptions: maternal nutrition→birth weight, birth weight→morbidity reduction, healthy infancy→d",
Youth lack jobs. Our skill training prepares them. This will achieve full employment for all graduates.,0,0,"Claims lack support; no research, data, or prior outcomes cited.",0,0,No explicit assumptions named; prerequisites and dependencies remain unstated.,
Evidence from similar contexts demonstrates the potential for technology to bridge service delivery gaps,0,0,"Claims evidence exists but provides no specific references, data, or findings.",1,0,No explicit assumptions named; prerequisites remain unstated.,YES
ASHA workers in tribal Gujarat need recognition but programme participation depends on community committee support. One health worker mentioned feeling underval,0,1,One health worker's quote about feeling undervalued; observation of ASHA worker conditions.,1,1,Explicitly states programme participation 'depends on community committee support'.,YES
Growing scholarship allocations indicate sustained demand for application support,0,0,"Claims outcome without citing data, research, or findings.",1,0,"No explicit statement of conditions, dependencies, or acknowledged uncertainties.",YES
The dairy programme doubles farmer incomes through improved cattle breeds and market linkages. Artificial insemination produces high-yielding crossbred animals.,0,0,"Claims outcomes without citing data, research, or findings.",0,0,No explicit statement of dependencies or conditions for success.,
Our product aims to help migrant workers send money home more easily and stay connected with their families,0,0,"No research, data, or prior work cited; only a stated aim.",1,0,"No explicit conditions, dependencies, or acknowledged uncertainties named.",YES
